Chromosome/scaffold name	Transcript start (bp)	Transcript end (bp)
7	17529648	17533581
7	17490086	17492181
7	17481578	17490013
7	17265401	17266420
7	17265401	17266521
7	17190977	17193109
7	17154984	17156006
7	16920742	16922293
7	16920742	16923818
7	16686172	16689362
7	16680018	16682350
7	16664084	16677660
7	16356277	16356774
7	16344540	16352217
7	16283200	16293424
7	16107156	16110012
7	15516450	15540856
7	15469369	15471236
7	15428591	15431114
7	15339429	15342544
7	15327513	15334148
7	15221813	15223779
7	15085776	15086381
7	14919005	14925630
7	14666362	14667602
7	14598174	14601701
7	14545961	14548661
7	14091055	14093423
7	14090595	14093855
7	14086686	14089909
7	14086686	14088886
7	13987986	13989687
7	13967993	13969287
7	13860831	13861633
7	13860831	13862429
7	13853249	13859639
7	13850116	13852287
7	13843950	13847280
7	13843925	13847478
7	13674305	13675331
7	13669372	13670164
7	13627934	13629360
7	13619373	13622279
7	13619373	13622280
7	13619373	13622439
7	13579373	13586257
7	13579262	13582093
7	13579255	13579719
7	13508720	13509900
7	13356454	13358251
7	13356454	13364281
7	13356454	13364295
7	13216517	13217691
7	13212183	13212759
7	13178054	13178841
7	13073446	13074744
7	13003435	13004149
7	12776201	12779156
7	12676856	12677510
7	12676389	12677510
7	12676856	12677577
7	12591109	12591912
7	12591109	12591978
7	12626477	12627199
7	12512878	12513216
7	12484473	12485342
7	12253860	12254856
7	12316378	12317898
7	12325661	12335021
7	12224694	12226321
7	12224694	12226627
7	12217977	12219968
7	12083557	12085610
7	11960439	11961784
7	11924812	11959975
7	11924812	11926565
7	11924812	11926560
7	11958273	11959975
7	11901031	11903182
7	11901031	11902167
7	11809552	11811683
7	11804128	11808387
7	11798210	11799472
7	11670462	11676398
7	11575309	11578193
7	11575309	11578211
7	11340332	11342441
7	11189395	11195454
7	11151804	11155643
7	11151804	11157815
7	11146297	11149206
7	10798618	10800267
7	10798621	10801375
7	10798507	10801397
7	10798618	10801399
7	10780313	10784254
7	10656437	10658172
7	10574421	10581444
7	10554147	10556203
7	10554612	10556377
7	10518416	10522568
7	10518320	10522648
7	10370848	10373324
7	10292460	10296266
7	10292494	10293330
7	10170663	10171849
7	10113380	10118309
7	10075850	10076302
7	10002036	10008371
7	9903876	9909580
7	9903065	9906278
7	9903065	9909580
7	9903065	9909646
7	9799668	9802056
7	9767522	9769039
7	9706644	9708137
7	9594516	9600082
7	9539808	9546679
7	9533262	9536242
7	9398079	9398800
7	9350478	9372984
7	9332269	9337505
7	9206238	9207523
7	9201837	9205519
7	9195353	9199334
7	9143959	9145836
7	9136954	9137496
7	9102878	9106744
7	8907142	8908587
7	8907216	8909536
7	8907216	8908587
7	8854739	8860657
7	8831484	8837242
7	8697516	8698460
7	8681932	8684929
7	8573470	8579079
7	8470473	8472544
7	8471277	8472578
7	8372820	8375660
7	8308318	8311556
7	8269424	8270323
7	8262461	8266313
7	8262461	8266329
7	8262461	8270323
7	8262461	8270332
7	8223184	8225218
7	8177462	8184164
7	8051536	8056829
7	8051536	8053907
7	7959124	7960072
7	7812185	7813716
7	7792295	7795887
7	7794313	7795887
7	7625119	7625716
7	7581513	7583329
7	7578318	7579429
7	7528425	7529073
7	7459558	7464266
7	7458916	7464267
7	7423316	7427438
7	7423316	7428298
7	7415058	7418346
7	7415058	7418404
7	7345939	7351733
7	6991142	6992292
7	6947403	6951504
7	6922571	6924041
7	6918062	6919209
7	6743944	6747943
7	6575566	6579920
7	6575550	6579500
7	6510102	6510566
7	6502603	6504145
7	6422635	6438989
7	6422635	6425638
7	6422961	6438989
7	6422961	6423923
7	6370653	6371683
7	6363589	6364567
7	6361037	6362223
7	6315405	6316152
7	6315405	6328611
7	6315293	6328611
7	6302164	6305945
7	6302164	6308565
7	6224658	6226029
7	6223716	6224290
7	6222118	6224439
7	6222116	6224327
7	6222097	6222785
7	6222097	6224329
7	6143977	6144590
7	6131126	6133283
7	6074886	6075510
7	6070085	6073315
7	6069180	6070874
7	6069180	6073243
7	5981141	5983425
7	5879643	5882461
7	5870023	5872549
7	5528435	5531599
7	5528435	5532236
7	5343087	5345491
7	5343071	5345491
7	5340328	5341077
7	5340328	5342773
7	5333364	5334245
7	5134217	5135120
7	5113135	5132924
7	5073994	5076375
7	5042139	5044297
7	4831616	4832950
7	4831637	4833827
7	4831616	4833827
7	4732246	4737863
7	4645906	4646888
7	4587851	4589019
7	4553781	4555633
7	4543316	4550902
7	4326680	4351885
7	4265087	4267198
7	4239369	4244109
7	4239369	4244199
7	4125505	4128341
7	4120822	4123467
7	4115377	4120421
7	4091141	4113290
7	3908345	3909562
7	3889069	3891403
7	3870477	3872465
7	3754833	3756349
7	3667975	3674168
7	3487009	3488071
7	3368123	3368808
7	3252463	3253275
7	3186862	3189788
7	3166109	3170702
7	3077372	3078435
7	2954927	2955882
7	2917760	2919679
7	2776496	2780015
7	2744692	2746114
7	2741322	2742521
7	2722183	2724325
7	2722172	2724325
7	2722161	2724325
7	2621256	2623557
7	2593619	2595956
7	2582504	2583985
7	2576253	2577844
7	2570309	2577844
7	2527771	2529559
7	2527771	2529774
7	2542231	2543781
7	2544679	2546361
7	2563208	2564699
7	2525679	2527394
7	2515278	2517156
7	2465098	2467241
7	2440352	2441094
7	2320875	2322495
7	2159490	2160917
7	2152955	2155327
7	2144673	2146091
7	2136347	2138600
7	2065444	2069300
7	2065754	2076907
7	2076078	2076981
7	1988108	1990545
7	1975016	1982933
7	1923485	1924841
7	1630745	1632461
7	1571398	1573032
7	1561946	1562642
7	1560747	1562661
7	1544604	1544945
7	1519824	1523155
7	1444842	1445569
7	1322423	1323473
7	1304831	1310094
7	1299982	1302667
7	1295724	1299401
7	1287636	1289355
7	1271996	1272620
7	1269882	1270373
7	1269901	1270540
7	1225456	1233283
7	1140645	1141932
7	1143272	1145765
7	1123344	1124687
7	1065942	1067495
7	994575	997323
7	995375	997323
7	988066	993567
7	985761	987463
7	955381	961116
7	955381	961141
7	952700	955035
7	772672	775868
7	772672	775910
7	772672	776085
7	304661	306932
7	272887	273547
7	189828	195832
7	109608	111503
7	9835378	9835496
7	38552630	38552737
7	42496620	42496731
7	111158273	111158337
7	115997073	115997193
7	124574856	124575009
7	130685458	130685582
7	135740648	135740780
7	160484758	160484846
7	172764725	172764940
7	73078556	73102879
7	12568476	12569538
7	124246426	124248089
7	175562656	175564814
7	175562656	175568845
7	74265493	74285785
7	121439051	121441730
7	4911187	4913135
7	4909447	4910568
7	22727271	22728008
7	172281379	172285988
7	172285460	172285988
7	136978094	136980941
7	174389745	174391506
7	13409642	13414662
7	13405634	13414662
7	152988408	152989553
7	168116616	168119683
7	8687832	8695148
7	173847830	173853197
7	24751470	24753997
